Lung'Ie (Principense),Portugues,Tipo,Uso IA
sociedade,xuxadadi                     C12    tartaruga sada (Eretmochelys,Vocabulario,Dicionário
sol,usolu                              C12    n. kabe-gaani,Vocabulario,Dicionário
sol muito forte,usolu tantan        T12    tartaruga-de-couro (Dermochelys,Vocabulario,Dicionário
sola do pé,sola                        T05,Vocabulario,Dicionário
soldado,vasalu                          C11,Vocabulario,Dicionário
Tchiloli,Txiloli                                  C11,Vocabulario,Dicionário
sombra,somba                           C15,Vocabulario,Dicionário
teatro,txyatu                                     C11,Vocabulario,Dicionário
tecedor,têsêdô                                    C14,Vocabulario,Dicionário
sondar o terreno,palipa usan                               T16    tecelão-de-São-Tomé (Thomasopha,Vocabulario,Dicionário
subir,subi                             C13,Vocabulario,Dicionário
técnico de informática,infomatxiku                C14,Vocabulario,Dicionário
sucupira,uba-mye                       T09,Vocabulario,Dicionário
suicidar-se,mata igbê               T16    2. expr. tê tema                               T1,Vocabulario,Dicionário
sujíssimo,suzu kotokoto             T12    telefone n. telefoni,Vocabulario,Dicionário
sujo,suzu                            L06    tempero n. tempa,Vocabulario,Dicionário
sul,sulu                               C13    tempo n. tempu,Vocabulario,Dicionário
sumir,xemi                              L11   tentativa n. tentu,Vocabulario,Dicionário
Sundy,Sundi                          C10    teoria n. txyôria,Vocabulario,Dicionário
suspirar,tama supitu                T17    ter v. tê,Vocabulario,Dicionário
tainha,taanha                          T07    ter coragem expr. sôfê kosan,Vocabulario,Dicionário
Taiwan,Taywan                        C10    ter dó expr. tê pene,Vocabulario,Dicionário
também,bê                            L01    ter feitio expr. tê fitxi,Vocabulario,Dicionário
tambor,tambô                           C03    ter frescura expr. tê xikindi,Vocabulario,Dicionário
tanto,tantu                          C12    ter medo v. mendu,Vocabulario,Dicionário
ter pena,tê pene                       T17    trabalho 1. n. tabwe; 2. n. xiivisu     L03,Vocabulario,Dicionário
ter responsabilidade,tê konta ki       T17    tradicional adj. segwadu                    C03,Vocabulario,Dicionário
terça-feira,teesa-fya                     T03    trair expr. da kooni,Vocabulario,Dicionário
terceiro,txisêru                        L13    tratar v. toka,Vocabulario,Dicionário
terra,te                                  C01    trazer v. daka,Vocabulario,Dicionário
Terreiro Velho,Txyô Ve                  T01    treino n. têênu                             E14,Vocabulario,Dicionário
terreno,usan                              C17    tremer muito 1. expr. têêmê gidigidi;,Vocabulario,Dicionário
tesoura,tujyan                            T02,Vocabulario,Dicionário
três,têêxi                             L09,Vocabulario,Dicionário
testa,teta                                T05,Vocabulario,Dicionário
treze,têêzê                            L10,Vocabulario,Dicionário
testículos,ikpe                           T05,Vocabulario,Dicionário
trezentos,trezentu                     C16,Vocabulario,Dicionário
tia,txya                                 N09,Vocabulario,Dicionário
trigo,txiigu                             T02,Vocabulario,Dicionário
trinta,txinta                          L02,Vocabulario,Dicionário
Tinhosas,Dôsu Riman                     C17,Vocabulario,Dicionário
tio,txiw                                  L09    2. v. manga,Vocabulario,Dicionário
tipo,maaka                                C13    trocar dinheiro v. baga,Vocabulario,Dicionário
tirar,txya                                L10    trombeteira (Brugmansia x candida),Vocabulario,Dicionário
tirar sarro,fêzê mangasan              T14    n. ufya-peetu-baanku                        T1,Vocabulario,Dicionário
tirar vantagem,fê lufulufu             T11    tropeçar expr. da topi                      T11,Vocabulario,Dicionário
todo,tôdô                               C06    tubarão n. tuban,Vocabulario,Dicionário
tomar,tama                                L02    tudo 1. adv. tudu; 2. expr. tudu pe,Vocabulario,Dicionário
turista,turixta                          C13,Vocabulario,Dicionário
último,utximu                          C10,Vocabulario,Dicionário
tomar as rédeas,tama redya             T17    um 1. art. ?a; 2. det. ?a;,Vocabulario,Dicionário
um a um,?a-?a                          L09,Vocabulario,Dicionário
tomar fôlego,tama foosa                T17    um por um adv. ?a-?a                        L09,Vocabulario,Dicionário
tomate,tximatxi                           T02    um pouco 1. adv. ketê-ketê;,Vocabulario,Dicionário
toque,toki                                C03    2. adv. minu,Vocabulario,Dicionário
tordo,tôôdô                               E06    Umatu Mutendê top. Umatu Mutendê,Vocabulario,Dicionário
umbigo,"bigu, mbigu                       T05",Vocabulario,Dicionário
unha,umunha                              T05,Vocabulario,Dicionário
tornar-se,vya                             L03    único adj. uniku,Vocabulario,Dicionário
urtiga,ikpene                            T09,Vocabulario,Dicionário
trabalhar,xiivi                           L03    vagem n. fenza-vêêdê,Vocabulario,Dicionário
visitar,lêlê                                     L06,Vocabulario,Dicionário
vai e vem,we vika                        T17    viúva n. vyuva,Vocabulario,Dicionário
valer,valê                                  L08    viuvinha n. vyuvinha,Vocabulario,Dicionário
valor,valô                                  C15    viver 1. v. ta; 2. v. vêvê,Vocabulario,Dicionário
variedade,verasan                           C13    vizinho n. vijin,Vocabulario,Dicionário
volta,voota                                      L13,Vocabulario,Dicionário
voltar a vir,vya we                           T17,Vocabulario,Dicionário
vazio,dudi                                L05,Vocabulario,Dicionário
vomitar,saka                                     T04,Vocabulario,Dicionário
voz principal,gatxya                             C03,Vocabulario,Dicionário
velho,ve                                  L08,Vocabulario,Dicionário
vulcão,vulukan                                   C13,Vocabulario,Dicionário
vencer,vensê                                C11,Vocabulario,Dicionário
vendedor,vendêdô                            L02,Vocabulario,Dicionário
zangar-se,kume idintxi                        T14,Vocabulario,Dicionário
vender,vendê                                C02,Vocabulario,Dicionário
verdade,vedadi                              L08,Vocabulario,Dicionário
verde,vêêdê                               C09,Vocabulario,Dicionário
vergonha,vogyan                             L03,Vocabulario,Dicionário
vermelho,vêmê                               T12,Vocabulario,Dicionário
"extração
de vinho de palma",kilambu                   T02,Vocabulario,Dicionário
vestir,bixi                                 C03,Vocabulario,Dicionário
vez,vêsê                                    C03,Vocabulario,Dicionário
vezes,vêzi                                  L10,Vocabulario,Dicionário
viajar,saata olêyn                       T17,Vocabulario,Dicionário
vigiar,vijya                                C12,Vocabulario,Dicionário
vinhateiro,vyantêw                          C14,Vocabulario,Dicionário
vinho,ivin                                  L03,Vocabulario,Dicionário
vinte,vintxi                              L02,Vocabulario,Dicionário
vir,vika                                    C01,Vocabulario,Dicionário
vir de,fo                                   L01,Vocabulario,Dicionário
virar ao contrário,vya uê                T17,Vocabulario,Dicionário
virar de bruços,vya ka kubi              T17,Vocabulario,Dicionário
virar de cabeça para baixo,vya ka kubi                              T17,Vocabulario,Dicionário
virilha,ganiga                              T05,Vocabulario,Dicionário
Modi a?,Como vai?,Dialogo (Lisan 01),Tradução + STT
Malimentê ô. I atxi bê?,Mais ou menos. E você?,Dialogo (Lisan 01),Tradução + STT
"Pô paatxi me, malimentê ô.","Quanto a mim, mais ou menos.",Dialogo (Lisan 01),Tradução + STT
"Ine na kaxi tê bê, modi a?","E a sua família, como vai?",Dialogo (Lisan 01),Tradução + STT
No sa lala na zuda Dêsu. Dêsu paga txi da ami.,"Estamos bem, graças a Deus. Obrigado.",Dialogo (Lisan 01),Tradução + STT
Nomi tê modi a?,Como é seu nome?,Dialogo (Lisan 01),Tradução + STT
"Mene, i atxi?","Manuel, e o seu?",Dialogo (Lisan 01),Tradução + STT
Atxi ningê Putuga a?,Você é português?,Dialogo (Lisan 01),Tradução + STT
Ade ô! Ami ningê Baji. N fo Baji.,Não! Sou brasileiro. Vim do Brasil.,Dialogo (Lisan 01),Tradução + STT
Ami n sa ta na Pikan. I atxi a? Kaxi tê ba?,Eu moro no Picão. E você? Onde é a sua casa?,Dialogo (Lisan 01),Tradução + STT
"Kaxi me sa ta na Santantoni. Ami biologu, i atxi?","Minha casa fica em Santo Antônio. Eu sou bióloga, e você?",Dialogo (Lisan 01),Tradução + STT
Ami seradô.,Eu sou marceneiro.,Dialogo (Lisan 01),Tradução + STT
Bô taadi. Modi a?,Boa tarde. Como vai?,Dialogo (Lisan 02),Tradução + STT
Malimentê!,Mais ou menos!,Dialogo (Lisan 02),Tradução + STT
Isê kantu a?,Quanto é isso?,Dialogo (Lisan 02),Tradução + STT
Txinta doba.,Trinta dobras.,Dialogo (Lisan 02),Tradução + STT
Êê karu ô!,"Nossa, que caro!",Dialogo (Lisan 02),Tradução + STT
N ka podi fêzê vintxi doba da txi.,Eu posso fazer por vinte dobras para você.,Dialogo (Lisan 02),Tradução + STT
Isê kwêsa?,O que é isso?,Dialogo (Lisan 02),Tradução + STT
Txi sêbê isê kwêsa fa?,Você não sabe o que é isto?,Dialogo (Lisan 02),Tradução + STT
Isê fuuta ?a. Fuuta sê ê doxi ki pasa.,Isso é uma fruta-pão. Esta fruta-pão é boa demais.,Dialogo (Lisan 02),Tradução + STT
Txi mêsê li a?,Você quer?,Dialogo (Lisan 02),Tradução + STT
N mêsê li fô. N mêsê ko nho fa xya inhemi.,Não. Eu não quero. Eu não quero comprar nada além de inhames.,Dialogo (Lisan 02),Tradução + STT
"Nha, da ami dôsu môyô baan'omi. N bê mêsê urumu ki maakita.","Sim, me dê duas pencas de banana-pão. Eu também quero um pouco de safu e malagueta.",Dialogo (Lisan 02),Tradução + STT
